<s> Bob Davie , Notre Dame , 0 , 0 , 2000 </s>
<s> Tyrone Willingham , Notre Dame , 2003 , 0 , 0 </s>
<s> Tyrone Willingham , Notre Dame , 2003 , 0 , 0 </s>
<s> Tyrone Willingham , Notre Dame , 2003 , 0 , 0 </s>
<s> Tyrone Willingham , Notre Dame , 0 , 0 , 2003 </s>
<s> Tyrone Willingham , Notre Dame , 0 , 0 , 2003 </s>
<s> Tyrone Willingham , Notre Dame , 0 , 0 , 2003 </s>
<s> Tyrone Willingham , Notre Dame , 0 , 0 , 2003 </s>
<s> Tyrone Willingham , Notre Dame , 0 , 0 , 2003 </s>
<s> Tyrone Willingham , Notre Dame , 0 , 0 , 2003 </s>
<s> Tyrone Willingham , Notre Dame , 0 , 0 , 2003 </s>
<s> Tyrone Willingham , Notre Dame , 0 , 0 , 2003 </s>
<s> Tyrone Willingham , Notre Dame , 0 , 0 , 2003 </s>
<s> Tyrone Willingham , BYU , 2004 , 0 , 0 </s>
<s> Tyrone Willingham , BYU , 2004 , 0 , 0 </s>
<s> Tyrone Willingham , BYU , 2004 , 0 , 0 </s>
<s> Tyrone Willingham , BYU , 2004 , 0 , 0 </s>
<s> Tyrone Willingham , BYU , 2004 , 0 , 0 </s>
<s> Tyrone Willingham , BYU , 2004 , 0 , 0 </s>
<s> Tyrone Willingham , BYU , 2004 , 0 , 0 </s>
<s> Tyrone Willingham , BYU , 2004 , 0 , 0 </s>
<s> Tyrone Willingham , BYU , 2004 , 0 , 0 </s>
<s> 2004 , Tyrone Willingham , Notre Dame , 0 , 0 </s>
<s> 2004 , Tyrone Willingham , Notre Dame , 0 , 0 </s>
<s> 2004 , Tyrone Willingham , Notre Dame , 0 , 0 </s>
<s> 2004 , Tyrone Willingham , Notre Dame , 0 , 0 </s>
<s> 2004 , Tyrone Willingham , Notre Dame , 0 , 0 </s>
<s> 2004 , Tyrone Willingham , Notre Dame , 0 , 0 </s>
<s> 2004 , Tyrone Willingham , Notre Dame , 0 , 0 </s>
<s> 2004 , Tyrone Willingham , Notre Dame , 0 , 0 </s>
<s> 2004 , Tyrone Willingham , Notre Dame , 0 , 0 </s>
<s> Tyrone Willingham , Notre Dame , 0 , 0 , 2004 </s>
<s> Tyrone Willingham , Notre Dame , 0 , 0 , 2004 </s>
<s> Tyrone Willingham , Notre Dame , 0 , 0 , 2004 </s>
<s> Tyrone Willingham , Notre Dame , 0 , 0 , 2004 </s>
<s> Tyrone Willingham , Notre Dame , 0 , 0 , 2004 </s>
<s> Tyrone Willingham , Notre Dame , 0 , 0 , 2004 </s>
<s> Tyrone Willingham , Notre Dame , 0 , 0 , 2004 </s>
<s> Tyrone Willingham , Notre Dame , 0 , 0 , 2004 </s>
<s> Tyrone Willingham , Notre Dame , 0 , 0 , 2004 </s>
<s> 2004 , Tyrone Willingham , Notre Dame , 0 , 0 </s>
<s> 2004 , Tyrone Willingham , Notre Dame , 0 , 0 </s>
<s> 2004 , Tyrone Willingham , Notre Dame , 0 , 0 </s>
<s> 2004 , Tyrone Willingham , Notre Dame , 0 , 0 </s>
<s> 2004 , Tyrone Willingham , Notre Dame , 0 , 0 </s>
<s> 2004 , Tyrone Willingham , Notre Dame , 0 , 0 </s>
<s> 2004 , Tyrone Willingham , Notre Dame , 0 , 0 </s>
<s> 2004 , Tyrone Willingham , Notre Dame , 0 , 0 </s>
<s> 2004 , Tyrone Willingham , Notre Dame , 0 , 0 </s>
<s> Tyrone Willingham , Purdue , 0 , 0 , 2004 </s>
<s> Tyrone Willingham , Purdue , 0 , 0 , 2004 </s>
<s> Tyrone Willingham , Purdue , 0 , 0 , 2004 </s>
<s> Tyrone Willingham , Purdue , 0 , 0 , 2004 </s>
<s> Tyrone Willingham , Purdue , 0 , 0 , 2004 </s>
<s> Tyrone Willingham , Purdue , 0 , 0 , 2004 </s>
<s> Tyrone Willingham , Purdue , 0 , 0 , 2004 </s>
<s> Tyrone Willingham , Purdue , 0 , 0 , 2004 </s>
<s> Tyrone Willingham , Purdue , 0 , 0 , 2004 </s>
<s> Tyrone Willingham , Notre Dame , 0 , 0 , 2004 </s>
<s> Tyrone Willingham , Notre Dame , 0 , 0 , 2004 </s>
<s> Tyrone Willingham , Notre Dame , 0 , 0 , 2004 </s>
<s> Tyrone Willingham , Notre Dame , 0 , 0 , 2004 </s>
<s> Tyrone Willingham , Notre Dame , 0 , 0 , 2004 </s>
<s> Tyrone Willingham , Notre Dame , 0 , 0 , 2004 </s>
<s> Tyrone Willingham , Notre Dame , 0 , 0 , 2004 </s>
<s> Tyrone Willingham , Notre Dame , 0 , 0 , 2004 </s>
<s> Tyrone Willingham , Notre Dame , 0 , 0 , 2004 </s>
<s> Tyrone Willingham , Notre Dame , 0 , 0 , 2004 </s>
<s> Tyrone Willingham , Notre Dame , 0 , 0 , 2004 </s>
<s> Tyrone Willingham , Notre Dame , 0 , 0 , 2004 </s>
<s> Tyrone Willingham , Notre Dame , 0 , 0 , 2004 </s>
<s> Tyrone Willingham , Notre Dame , 0 , 0 , 2004 </s>
<s> Tyrone Willingham , Notre Dame , 0 , 0 , 2004 </s>
<s> Tyrone Willingham , Notre Dame , 0 , 0 , 2004 </s>
<s> Tyrone Willingham , Notre Dame , 0 , 0 , 2004 </s>
<s> Tyrone Willingham , Notre Dame , 0 , 0 , 2004 </s>
<s> Tyrone Willingham , Boston College , 24 , FBS Independents , 2004 </s>
<s> Tyrone Willingham , Boston College , 24 , FBS Independents , 2004 </s>
<s> Tyrone Willingham , Boston College , 24 , FBS Independents , 2004 </s>
<s> Tyrone Willingham , Boston College , 24 , FBS Independents , 2004 </s>
<s> Tyrone Willingham , Boston College , 24 , FBS Independents , 2004 </s>
<s> Tyrone Willingham , Boston College , 24 , FBS Independents , 2004 </s>
<s> Tyrone Willingham , Boston College , 24 , FBS Independents , 2004 </s>
<s> Tyrone Willingham , Boston College , 24 , FBS Independents , 2004 </s>
<s> Tyrone Willingham , Boston College , 24 , FBS Independents , 2004 </s>
<s> 2004 , Tyrone Willingham , Notre Dame , 0 , 0 </s>
<s> 2004 , Tyrone Willingham , Notre Dame , 0 , 0 </s>
<s> 2004 , Tyrone Willingham , Notre Dame , 0 , 0 </s>
<s> 2004 , Tyrone Willingham , Notre Dame , 0 , 0 </s>
<s> 2004 , Tyrone Willingham , Notre Dame , 0 , 0 </s>
<s> 2004 , Tyrone Willingham , Notre Dame , 0 , 0 </s>
<s> 2004 , Tyrone Willingham , Notre Dame , 0 , 0 </s>
<s> 2004 , Tyrone Willingham , Notre Dame , 0 , 0 </s>
<s> 2004 , Tyrone Willingham , Notre Dame , 0 , 0 </s>
<s> 2004 , Tyrone Willingham , Pittsburgh , 24 , FBS Independents </s>
<s> 2004 , Tyrone Willingham , Pittsburgh , 24 , FBS Independents </s>
<s> 2004 , Tyrone Willingham , Pittsburgh , 24 , FBS Independents </s>
<s> 2004 , Tyrone Willingham , Pittsburgh , 24 , FBS Independents </s>
<s> 2004 , Tyrone Willingham , Pittsburgh , 24 , FBS Independents </s>
<s> 2004 , Tyrone Willingham , Pittsburgh , 24 , FBS Independents </s>
<s> 2004 , Tyrone Willingham , Pittsburgh , 24 , FBS Independents </s>
<s> 2004 , Tyrone Willingham , Pittsburgh , 24 , FBS Independents </s>
<s> 2004 , Tyrone Willingham , Pittsburgh , 24 , FBS Independents </s>
<s> Tyrone Willingham , USC , 2004 , 0 , 0 </s>
<s> Tyrone Willingham , USC , 2004 , 0 , 0 </s>
<s> Tyrone Willingham , USC , 2004 , 0 , 0 </s>
<s> Tyrone Willingham , USC , 2004 , 0 , 0 </s>
<s> Tyrone Willingham , USC , 2004 , 0 , 0 </s>
<s> Tyrone Willingham , USC , 2004 , 0 , 0 </s>
<s> Tyrone Willingham , USC , 2004 , 0 , 0 </s>
<s> Tyrone Willingham , USC , 2004 , 0 , 0 </s>
<s> Tyrone Willingham , USC , 2004 , 0 , 0 </s>
<s> Charlie Weis , Notre Dame , 0 , 0 , 2005 </s>
<s> Charlie Weis , Notre Dame , 0 , 0 , 2005 </s>
<s> Charlie Weis , Notre Dame , 0 , 0 , 2005 </s>
<s> Charlie Weis , Notre Dame , 0 , 0 , 2005 </s>
<s> Charlie Weis , Notre Dame , 0 , 0 , 2005 </s>
<s> Charlie Weis , Notre Dame , 0 , 0 , 2005 </s>
<s> Charlie Weis , Notre Dame , 0 , 0 , 2005 </s>
<s> Charlie Weis , Notre Dame , 0 , 0 , 2005 </s>
<s> Charlie Weis , Notre Dame , 0 , 0 , 2005 </s>
<s> Charlie Weis , Notre Dame , 20 , FBS Independents , 2005 </s>
<s> Charlie Weis , Notre Dame , 20 , FBS Independents , 2005 </s>
<s> Charlie Weis , Notre Dame , 20 , FBS Independents , 2005 </s>
<s> Charlie Weis , Notre Dame , 20 , FBS Independents , 2005 </s>
<s> Charlie Weis , Notre Dame , 20 , FBS Independents , 2005 </s>
<s> Charlie Weis , Notre Dame , 20 , FBS Independents , 2005 </s>
<s> Charlie Weis , Notre Dame , 20 , FBS Independents , 2005 </s>
<s> Charlie Weis , Notre Dame , 20 , FBS Independents , 2005 </s>
<s> Charlie Weis , Notre Dame , 20 , FBS Independents , 2005 </s>
<s> 2005 , Charlie Weis , Michigan State , 10 , FBS Independents </s>
<s> 2005 , Charlie Weis , Michigan State , 10 , FBS Independents </s>
<s> 2005 , Charlie Weis , Michigan State , 10 , FBS Independents </s>
<s> 2005 , Charlie Weis , Michigan State , 10 , FBS Independents </s>
<s> 2005 , Charlie Weis , Michigan State , 10 , FBS Independents </s>
<s> 2005 , Charlie Weis , Michigan State , 10 , FBS Independents </s>
<s> 2005 , Charlie Weis , Michigan State , 10 , FBS Independents </s>
<s> 2005 , Charlie Weis , Michigan State , 10 , FBS Independents </s>
<s> 2005 , Charlie Weis , Michigan State , 10 , FBS Independents </s>
<s> Charlie Weis , Notre Dame , 16 , FBS Independents , 2005 </s>
<s> Charlie Weis , Notre Dame , 16 , FBS Independents , 2005 </s>
<s> Charlie Weis , Notre Dame , 16 , FBS Independents , 2005 </s>
<s> Charlie Weis , Notre Dame , 16 , FBS Independents , 2005 </s>
<s> Charlie Weis , Notre Dame , 16 , FBS Independents , 2005 </s>
<s> Charlie Weis , Notre Dame , 16 , FBS Independents , 2005 </s>
<s> Charlie Weis , Notre Dame , 16 , FBS Independents , 2005 </s>
<s> Charlie Weis , Notre Dame , 16 , FBS Independents , 2005 </s>
<s> Charlie Weis , Notre Dame , 16 , FBS Independents , 2005 </s>
<s> 2005 , Charlie Weis , Notre Dame , 13 , FBS Independents </s>
<s> 2005 , Charlie Weis , Notre Dame , 13 , FBS Independents </s>
<s> 2005 , Charlie Weis , Notre Dame , 13 , FBS Independents </s>
<s> 2005 , Charlie Weis , Notre Dame , 13 , FBS Independents </s>
<s> 2005 , Charlie Weis , Notre Dame , 13 , FBS Independents </s>
<s> 2005 , Charlie Weis , Notre Dame , 13 , FBS Independents </s>
<s> 2005 , Charlie Weis , Notre Dame , 13 , FBS Independents </s>
<s> 2005 , Charlie Weis , Notre Dame , 13 , FBS Independents </s>
<s> 2005 , Charlie Weis , Notre Dame , 13 , FBS Independents </s>
<s> Charlie Weis , USC , 9 , FBS Independents , 2005 </s>
<s> Charlie Weis , USC , 9 , FBS Independents , 2005 </s>
<s> Charlie Weis , USC , 9 , FBS Independents , 2005 </s>
<s> Charlie Weis , USC , 9 , FBS Independents , 2005 </s>
<s> Charlie Weis , USC , 9 , FBS Independents , 2005 </s>
<s> Charlie Weis , USC , 9 , FBS Independents , 2005 </s>
<s> Charlie Weis , USC , 9 , FBS Independents , 2005 </s>
<s> Charlie Weis , USC , 9 , FBS Independents , 2005 </s>
<s> Charlie Weis , USC , 9 , FBS Independents , 2005 </s>
<s> 2005 , Charlie Weis , Notre Dame , 9 , FBS Independents </s>
<s> 2005 , Charlie Weis , Notre Dame , 9 , FBS Independents </s>
<s> 2005 , Charlie Weis , Notre Dame , 9 , FBS Independents </s>
<s> 2005 , Charlie Weis , Notre Dame , 9 , FBS Independents </s>
<s> 2005 , Charlie Weis , Notre Dame , 9 , FBS Independents </s>
<s> 2005 , Charlie Weis , Notre Dame , 9 , FBS Independents </s>
<s> 2005 , Charlie Weis , Notre Dame , 9 , FBS Independents </s>
<s> 2005 , Charlie Weis , Notre Dame , 9 , FBS Independents </s>
<s> 2005 , Charlie Weis , Notre Dame , 9 , FBS Independents </s>
<s> 2005 , Charlie Weis , Notre Dame , 8 , FBS Independents </s>
<s> 2005 , Charlie Weis , Notre Dame , 8 , FBS Independents </s>
<s> 2005 , Charlie Weis , Notre Dame , 8 , FBS Independents </s>
<s> 2005 , Charlie Weis , Notre Dame , 8 , FBS Independents </s>
<s> 2005 , Charlie Weis , Notre Dame , 8 , FBS Independents </s>
<s> 2005 , Charlie Weis , Notre Dame , 8 , FBS Independents </s>
<s> 2005 , Charlie Weis , Notre Dame , 8 , FBS Independents </s>
<s> 2005 , Charlie Weis , Notre Dame , 8 , FBS Independents </s>
<s> 2005 , Charlie Weis , Notre Dame , 8 , FBS Independents </s>
<s> 2005 , Charlie Weis , Notre Dame , 7 , FBS Independents </s>
<s> 2005 , Charlie Weis , Notre Dame , 7 , FBS Independents </s>
<s> 2005 , Charlie Weis , Notre Dame , 7 , FBS Independents </s>
<s> 2005 , Charlie Weis , Notre Dame , 7 , FBS Independents </s>
<s> 2005 , Charlie Weis , Notre Dame , 7 , FBS Independents </s>
<s> 2005 , Charlie Weis , Notre Dame , 7 , FBS Independents </s>
<s> 2005 , Charlie Weis , Notre Dame , 7 , FBS Independents </s>
<s> 2005 , Charlie Weis , Notre Dame , 7 , FBS Independents </s>
<s> 2005 , Charlie Weis , Notre Dame , 7 , FBS Independents </s>
<s> Charlie Weis , Notre Dame , 2005 , FBS Independents , 6 </s>
<s> Charlie Weis , Notre Dame , 2005 , FBS Independents , 6 </s>
<s> Charlie Weis , Notre Dame , 2005 , FBS Independents , 6 </s>
<s> Charlie Weis , Notre Dame , 2005 , FBS Independents , 6 </s>
<s> Charlie Weis , Notre Dame , 2005 , FBS Independents , 6 </s>
<s> Charlie Weis , Notre Dame , 2005 , FBS Independents , 6 </s>
<s> Charlie Weis , Notre Dame , 2005 , FBS Independents , 6 </s>
<s> Charlie Weis , Notre Dame , 2005 , FBS Independents , 6 </s>
<s> Charlie Weis , Notre Dame , 2005 , FBS Independents , 6 </s>
<s> 2005 , Charlie Weis , Notre Dame , 6 , FBS Independents </s>
<s> 2005 , Charlie Weis , Notre Dame , 6 , FBS Independents </s>
<s> 2005 , Charlie Weis , Notre Dame , 6 , FBS Independents </s>
<s> 2005 , Charlie Weis , Notre Dame , 6 , FBS Independents </s>
<s> 2005 , Charlie Weis , Notre Dame , 6 , FBS Independents </s>
<s> 2005 , Charlie Weis , Notre Dame , 6 , FBS Independents </s>
<s> 2005 , Charlie Weis , Notre Dame , 6 , FBS Independents </s>
<s> 2005 , Charlie Weis , Notre Dame , 6 , FBS Independents </s>
<s> 2005 , Charlie Weis , Notre Dame , 6 , FBS Independents </s>
<s> Charlie Weis , Notre Dame , 2006 , FBS Independents , 2 </s>
<s> Charlie Weis , Notre Dame , 2006 , FBS Independents , 2 </s>
<s> Charlie Weis , Notre Dame , 2006 , FBS Independents , 2 </s>
<s> Charlie Weis , Notre Dame , 2006 , FBS Independents , 2 </s>
<s> Charlie Weis , Notre Dame , 2006 , FBS Independents , 2 </s>
<s> Charlie Weis , Notre Dame , 2006 , FBS Independents , 2 </s>
<s> Charlie Weis , Notre Dame , 2006 , FBS Independents , 2 </s>
<s> Charlie Weis , Notre Dame , 2006 , FBS Independents , 2 </s>
<s> Charlie Weis , Notre Dame , 2006 , FBS Independents , 2 </s>
<s> Charlie Weis , Notre Dame , 4 , FBS Independents , 2006 </s>
<s> Charlie Weis , Notre Dame , 4 , FBS Independents , 2006 </s>
<s> Charlie Weis , Notre Dame , 4 , FBS Independents , 2006 </s>
<s> Charlie Weis , Notre Dame , 4 , FBS Independents , 2006 </s>
<s> Charlie Weis , Notre Dame , 4 , FBS Independents , 2006 </s>
<s> Charlie Weis , Notre Dame , 4 , FBS Independents , 2006 </s>
<s> Charlie Weis , Notre Dame , 4 , FBS Independents , 2006 </s>
<s> Charlie Weis , Notre Dame , 4 , FBS Independents , 2006 </s>
<s> Charlie Weis , Notre Dame , 4 , FBS Independents , 2006 </s>
<s> Charlie Weis , Michigan , 2 , FBS Independents , 2006 </s>
<s> Charlie Weis , Michigan , 2 , FBS Independents , 2006 </s>
<s> Charlie Weis , Michigan , 2 , FBS Independents , 2006 </s>
<s> Charlie Weis , Michigan , 2 , FBS Independents , 2006 </s>
<s> Charlie Weis , Michigan , 2 , FBS Independents , 2006 </s>
<s> Charlie Weis , Michigan , 2 , FBS Independents , 2006 </s>
<s> Charlie Weis , Michigan , 2 , FBS Independents , 2006 </s>
<s> Charlie Weis , Michigan , 2 , FBS Independents , 2006 </s>
<s> Charlie Weis , Michigan , 2 , FBS Independents , 2006 </s>
<s> Charlie Weis , Notre Dame , 2006 , FBS Independents , 12 </s>
<s> Charlie Weis , Notre Dame , 2006 , FBS Independents , 12 </s>
<s> Charlie Weis , Notre Dame , 2006 , FBS Independents , 12 </s>
<s> Charlie Weis , Notre Dame , 2006 , FBS Independents , 12 </s>
<s> Charlie Weis , Notre Dame , 2006 , FBS Independents , 12 </s>
<s> Charlie Weis , Notre Dame , 2006 , FBS Independents , 12 </s>
<s> Charlie Weis , Notre Dame , 2006 , FBS Independents , 12 </s>
<s> Charlie Weis , Notre Dame , 2006 , FBS Independents , 12 </s>
<s> Charlie Weis , Notre Dame , 2006 , FBS Independents , 12 </s>
<s> 2006 , Charlie Weis , Notre Dame , 12 , FBS Independents </s>
<s> 2006 , Charlie Weis , Notre Dame , 12 , FBS Independents </s>
<s> 2006 , Charlie Weis , Notre Dame , 12 , FBS Independents </s>
<s> 2006 , Charlie Weis , Notre Dame , 12 , FBS Independents </s>
<s> 2006 , Charlie Weis , Notre Dame , 12 , FBS Independents </s>
<s> 2006 , Charlie Weis , Notre Dame , 12 , FBS Independents </s>
<s> 2006 , Charlie Weis , Notre Dame , 12 , FBS Independents </s>
<s> 2006 , Charlie Weis , Notre Dame , 12 , FBS Independents </s>
<s> 2006 , Charlie Weis , Notre Dame , 12 , FBS Independents </s>
<s> Charlie Weis , Notre Dame , 12 , FBS Independents , 2006 </s>
<s> Charlie Weis , Notre Dame , 12 , FBS Independents , 2006 </s>
<s> Charlie Weis , Notre Dame , 12 , FBS Independents , 2006 </s>
<s> Charlie Weis , Notre Dame , 12 , FBS Independents , 2006 </s>
<s> Charlie Weis , Notre Dame , 12 , FBS Independents , 2006 </s>
<s> Charlie Weis , Notre Dame , 12 , FBS Independents , 2006 </s>
<s> Charlie Weis , Notre Dame , 12 , FBS Independents , 2006 </s>
<s> Charlie Weis , Notre Dame , 12 , FBS Independents , 2006 </s>
<s> Charlie Weis , Notre Dame , 12 , FBS Independents , 2006 </s>
<s> Charlie Weis , Notre Dame , 2006 , FBS Independents , 10 </s>
<s> Charlie Weis , Notre Dame , 2006 , FBS Independents , 10 </s>
<s> Charlie Weis , Notre Dame , 2006 , FBS Independents , 10 </s>
<s> Charlie Weis , Notre Dame , 2006 , FBS Independents , 10 </s>
<s> Charlie Weis , Notre Dame , 2006 , FBS Independents , 10 </s>
<s> Charlie Weis , Notre Dame , 2006 , FBS Independents , 10 </s>
<s> Charlie Weis , Notre Dame , 2006 , FBS Independents , 10 </s>
<s> Charlie Weis , Notre Dame , 2006 , FBS Independents , 10 </s>
<s> Charlie Weis , Notre Dame , 2006 , FBS Independents , 10 </s>
<s> Charlie Weis , Notre Dame , 2006 , FBS Independents , 11 </s>
<s> Charlie Weis , Notre Dame , 2006 , FBS Independents , 11 </s>
<s> Charlie Weis , Notre Dame , 2006 , FBS Independents , 11 </s>
<s> Charlie Weis , Notre Dame , 2006 , FBS Independents , 11 </s>
<s> Charlie Weis , Notre Dame , 2006 , FBS Independents , 11 </s>
<s> Charlie Weis , Notre Dame , 2006 , FBS Independents , 11 </s>
<s> Charlie Weis , Notre Dame , 2006 , FBS Independents , 11 </s>
<s> Charlie Weis , Notre Dame , 2006 , FBS Independents , 11 </s>
<s> Charlie Weis , Notre Dame , 2006 , FBS Independents , 11 </s>
<s> Charlie Weis , Notre Dame , 11 , FBS Independents , 2006 </s>
<s> Charlie Weis , Notre Dame , 11 , FBS Independents , 2006 </s>
<s> Charlie Weis , Notre Dame , 11 , FBS Independents , 2006 </s>
<s> Charlie Weis , Notre Dame , 11 , FBS Independents , 2006 </s>
<s> Charlie Weis , Notre Dame , 11 , FBS Independents , 2006 </s>
<s> Charlie Weis , Notre Dame , 11 , FBS Independents , 2006 </s>
<s> Charlie Weis , Notre Dame , 11 , FBS Independents , 2006 </s>
<s> Charlie Weis , Notre Dame , 11 , FBS Independents , 2006 </s>
<s> Charlie Weis , Notre Dame , 11 , FBS Independents , 2006 </s>
<s> 2006 , Charlie Weis , Notre Dame , 9 , FBS Independents </s>
<s> 2006 , Charlie Weis , Notre Dame , 9 , FBS Independents </s>
<s> 2006 , Charlie Weis , Notre Dame , 9 , FBS Independents </s>
<s> 2006 , Charlie Weis , Notre Dame , 9 , FBS Independents </s>
<s> 2006 , Charlie Weis , Notre Dame , 9 , FBS Independents </s>
<s> 2006 , Charlie Weis , Notre Dame , 9 , FBS Independents </s>
<s> 2006 , Charlie Weis , Notre Dame , 9 , FBS Independents </s>
<s> 2006 , Charlie Weis , Notre Dame , 9 , FBS Independents </s>
<s> 2006 , Charlie Weis , Notre Dame , 9 , FBS Independents </s>
<s> Charlie Weis , Notre Dame , 6 , FBS Independents , 2006 </s>
<s> Charlie Weis , Notre Dame , 6 , FBS Independents , 2006 </s>
<s> Charlie Weis , Notre Dame , 6 , FBS Independents , 2006 </s>
<s> Charlie Weis , Notre Dame , 6 , FBS Independents , 2006 </s>
<s> Charlie Weis , Notre Dame , 6 , FBS Independents , 2006 </s>
<s> Charlie Weis , Notre Dame , 6 , FBS Independents , 2006 </s>
<s> Charlie Weis , Notre Dame , 6 , FBS Independents , 2006 </s>
<s> Charlie Weis , Notre Dame , 6 , FBS Independents , 2006 </s>
<s> Charlie Weis , Notre Dame , 6 , FBS Independents , 2006 </s>
<s> 2006 , Charlie Weis , USC , 6 , FBS Independents </s>
<s> 2006 , Charlie Weis , USC , 6 , FBS Independents </s>
<s> 2006 , Charlie Weis , USC , 6 , FBS Independents </s>
<s> 2006 , Charlie Weis , USC , 6 , FBS Independents </s>
<s> 2006 , Charlie Weis , USC , 6 , FBS Independents </s>
<s> 2006 , Charlie Weis , USC , 6 , FBS Independents </s>
<s> 2006 , Charlie Weis , USC , 6 , FBS Independents </s>
<s> 2006 , Charlie Weis , USC , 6 , FBS Independents </s>
<s> 2006 , Charlie Weis , USC , 6 , FBS Independents </s>
<s> Charlie Weis , Georgia Tech , 0 , 0 , 2007 </s>
<s> Charlie Weis , Georgia Tech , 0 , 0 , 2007 </s>
<s> Charlie Weis , Georgia Tech , 0 , 0 , 2007 </s>
<s> Charlie Weis , Georgia Tech , 0 , 0 , 2007 </s>
<s> Charlie Weis , Georgia Tech , 0 , 0 , 2007 </s>
<s> Charlie Weis , Georgia Tech , 0 , 0 , 2007 </s>
<s> Charlie Weis , Georgia Tech , 0 , 0 , 2007 </s>
<s> Charlie Weis , Georgia Tech , 0 , 0 , 2007 </s>
<s> Charlie Weis , Georgia Tech , 0 , 0 , 2007 </s>
<s> Charlie Weis , Penn State , 0 , 0 , 2007 </s>
<s> Charlie Weis , Penn State , 0 , 0 , 2007 </s>
<s> Charlie Weis , Penn State , 0 , 0 , 2007 </s>
<s> Charlie Weis , Penn State , 0 , 0 , 2007 </s>
<s> Charlie Weis , Penn State , 0 , 0 , 2007 </s>
<s> Charlie Weis , Penn State , 0 , 0 , 2007 </s>
<s> Charlie Weis , Penn State , 0 , 0 , 2007 </s>
<s> Charlie Weis , Penn State , 0 , 0 , 2007 </s>
<s> Charlie Weis , Penn State , 0 , 0 , 2007 </s>
<s> Charlie Weis , Michigan , 0 , 0 , 2007 </s>
<s> Charlie Weis , Michigan , 0 , 0 , 2007 </s>
<s> Charlie Weis , Michigan , 0 , 0 , 2007 </s>
<s> Charlie Weis , Michigan , 0 , 0 , 2007 </s>
<s> Charlie Weis , Michigan , 0 , 0 , 2007 </s>
<s> Charlie Weis , Michigan , 0 , 0 , 2007 </s>
<s> Charlie Weis , Michigan , 0 , 0 , 2007 </s>
<s> Charlie Weis , Michigan , 0 , 0 , 2007 </s>
<s> Charlie Weis , Michigan , 0 , 0 , 2007 </s>
<s> Charlie Weis , Michigan State , 2007 , 0 , 0 </s>
<s> Charlie Weis , Michigan State , 2007 , 0 , 0 </s>
<s> Charlie Weis , Michigan State , 2007 , 0 , 0 </s>
<s> Charlie Weis , Michigan State , 2007 , 0 , 0 </s>
<s> Charlie Weis , Michigan State , 2007 , 0 , 0 </s>
<s> Charlie Weis , Michigan State , 2007 , 0 , 0 </s>
<s> Charlie Weis , Michigan State , 2007 , 0 , 0 </s>
<s> Charlie Weis , Michigan State , 2007 , 0 , 0 </s>
<s> Charlie Weis , Michigan State , 2007 , 0 , 0 </s>
<s> 2007 , Charlie Weis , Purdue , 0 , 0 </s>
<s> 2007 , Charlie Weis , Purdue , 0 , 0 </s>
<s> 2007 , Charlie Weis , Purdue , 0 , 0 </s>
<s> 2007 , Charlie Weis , Purdue , 0 , 0 </s>
<s> 2007 , Charlie Weis , Purdue , 0 , 0 </s>
<s> 2007 , Charlie Weis , Purdue , 0 , 0 </s>
<s> 2007 , Charlie Weis , Purdue , 0 , 0 </s>
<s> 2007 , Charlie Weis , Purdue , 0 , 0 </s>
<s> 2007 , Charlie Weis , Purdue , 0 , 0 </s>
<s> Charlie Weis , Notre Dame , 0 , 0 , 2007 </s>
<s> Charlie Weis , Notre Dame , 0 , 0 , 2007 </s>
<s> Charlie Weis , Notre Dame , 0 , 0 , 2007 </s>
<s> Charlie Weis , Notre Dame , 0 , 0 , 2007 </s>
<s> Charlie Weis , Notre Dame , 0 , 0 , 2007 </s>
<s> Charlie Weis , Notre Dame , 0 , 0 , 2007 </s>
<s> Charlie Weis , Notre Dame , 0 , 0 , 2007 </s>
<s> Charlie Weis , Notre Dame , 0 , 0 , 2007 </s>
<s> Charlie Weis , Notre Dame , 0 , 0 , 2007 </s>
<s> 2007 , Charlie Weis , Boston College , 0 , 0 </s>
<s> 2007 , Charlie Weis , Boston College , 0 , 0 </s>
<s> 2007 , Charlie Weis , Boston College , 0 , 0 </s>
<s> 2007 , Charlie Weis , Boston College , 0 , 0 </s>
<s> 2007 , Charlie Weis , Boston College , 0 , 0 </s>
<s> 2007 , Charlie Weis , Boston College , 0 , 0 </s>
<s> 2007 , Charlie Weis , Boston College , 0 , 0 </s>
<s> 2007 , Charlie Weis , Boston College , 0 , 0 </s>
<s> 2007 , Charlie Weis , Boston College , 0 , 0 </s>
<s> Charlie Weis , USC , 0 , 0 , 2007 </s>
<s> Charlie Weis , USC , 0 , 0 , 2007 </s>
<s> Charlie Weis , USC , 0 , 0 , 2007 </s>
<s> Charlie Weis , USC , 0 , 0 , 2007 </s>
<s> Charlie Weis , USC , 0 , 0 , 2007 </s>
<s> Charlie Weis , USC , 0 , 0 , 2007 </s>
<s> Charlie Weis , USC , 0 , 0 , 2007 </s>
<s> Charlie Weis , USC , 0 , 0 , 2007 </s>
<s> Charlie Weis , USC , 0 , 0 , 2007 </s>
<s> Charlie Weis , Navy , 0 , 0 , 2007 </s>
<s> Charlie Weis , Navy , 0 , 0 , 2007 </s>
<s> Charlie Weis , Navy , 0 , 0 , 2007 </s>
<s> Charlie Weis , Navy , 0 , 0 , 2007 </s>
