<s> 2000 , Bob Davie , Notre Dame , 0 , 0 , 14 </s>
<s> 2005 , Charlie Weis , Notre Dame , 13 , FBS Independents , 21 </s>
<s> 2005 , Charlie Weis , USC , 9 , FBS Independents , 3 </s>
<s> 2005 , Charlie Weis , USC , 9 , FBS Independents , 3 </s>
<s> 2005 , Charlie Weis , USC , 9 , FBS Independents , 3 </s>
<s> 2005 , Charlie Weis , USC , 9 , FBS Independents , 3 </s>
<s> 2005 , Charlie Weis , USC , 9 , FBS Independents , 3 </s>
<s> 2005 , Charlie Weis , USC , 9 , FBS Independents , 3 </s>
<s> 2005 , Charlie Weis , USC , 9 , FBS Independents , 3 </s>
<s> 2005 , Charlie Weis , USC , 9 , FBS Independents , 3 </s>
<s> 2005 , Charlie Weis , USC , 9 , FBS Independents , 3 </s>
<s> 2005 , Charlie Weis , USC , 9 , FBS Independents , 3 </s>
<s> 2005 , Charlie Weis , USC , 9 , FBS Independents , 3 </s>
<s> 2005 , Charlie Weis , USC , 9 , FBS Independents , 3 </s>
<s> 2005 , Charlie Weis , USC , 9 , FBS Independents , 3 </s>
<s> 2005 , Charlie Weis , USC , 9 , FBS Independents , 3 </s>
<s> 2005 , Charlie Weis , USC , 9 , FBS Independents , 3 </s>
<s> 2005 , Charlie Weis , USC , 9 , FBS Independents , 3 </s>
<s> 2005 , Charlie Weis , USC , 9 , FBS Independents , 3 </s>
<s> 2005 , Charlie Weis , USC , 9 , FBS Independents , 3 </s>
<s> 2005 , Charlie Weis , USC , 9 , FBS Independents , 3 </s>
<s> 2005 , Charlie Weis , USC , 9 , FBS Independents , 3 </s>
<s> 2005 , Charlie Weis , USC , 9 , FBS Independents , 3 </s>
<s> 2005 , Charlie Weis , USC , 9 , FBS Independents , 3 </s>
<s> 2005 , Charlie Weis , USC , 9 , FBS Independents , 3 </s>
<s> 2005 , Charlie Weis , USC , 9 , FBS Independents , 3 </s>
<s> 2005 , Charlie Weis , Notre Dame , 9 , FBS Independents , 26 </s>
<s> 2005 , Charlie Weis , Notre Dame , 9 , FBS Independents , 26 </s>
<s> 2005 , Charlie Weis , Notre Dame , 9 , FBS Independents , 26 </s>
<s> 2005 , Charlie Weis , Notre Dame , 9 , FBS Independents , 26 </s>
<s> 2005 , Charlie Weis , Notre Dame , 9 , FBS Independents , 26 </s>
<s> 2005 , Charlie Weis , Notre Dame , 9 , FBS Independents , 26 </s>
<s> 2005 , Charlie Weis , Notre Dame , 9 , FBS Independents , 26 </s>
<s> 2005 , Charlie Weis , Notre Dame , 9 , FBS Independents , 26 </s>
<s> 2005 , Charlie Weis , Notre Dame , 9 , FBS Independents , 26 </s>
<s> 2005 , Charlie Weis , Notre Dame , 9 , FBS Independents , 26 </s>
<s> 2005 , Charlie Weis , Notre Dame , 9 , FBS Independents , 26 </s>
<s> 2005 , Charlie Weis , Notre Dame , 9 , FBS Independents , 26 </s>
<s> 2005 , Charlie Weis , Notre Dame , 9 , FBS Independents , 26 </s>
<s> 2005 , Charlie Weis , Notre Dame , 9 , FBS Independents , 26 </s>
<s> 2005 , Charlie Weis , Notre Dame , 9 , FBS Independents , 26 </s>
<s> 2005 , Charlie Weis , Notre Dame , 9 , FBS Independents , 26 </s>
<s> 2005 , Charlie Weis , Notre Dame , 9 , FBS Independents , 26 </s>
<s> 2005 , Charlie Weis , Notre Dame , 9 , FBS Independents , 26 </s>
<s> 2005 , Charlie Weis , Notre Dame , 9 , FBS Independents , 26 </s>
<s> 2005 , Charlie Weis , Notre Dame , 9 , FBS Independents , 26 </s>
<s> 2005 , Charlie Weis , Notre Dame , 9 , FBS Independents , 26 </s>
<s> 2005 , Charlie Weis , Notre Dame , 9 , FBS Independents , 26 </s>
<s> 2005 , Charlie Weis , Notre Dame , 9 , FBS Independents , 26 </s>
<s> 2005 , Charlie Weis , Notre Dame , 9 , FBS Independents , 26 </s>
<s> 2005 , Charlie Weis , Notre Dame , 8 , FBS Independents , 20 </s>
<s> 2005 , Charlie Weis , Notre Dame , 8 , FBS Independents , 20 </s>
<s> 2005 , Charlie Weis , Notre Dame , 8 , FBS Independents , 20 </s>
<s> 2005 , Charlie Weis , Notre Dame , 8 , FBS Independents , 20 </s>
<s> 2005 , Charlie Weis , Notre Dame , 8 , FBS Independents , 20 </s>
<s> 2005 , Charlie Weis , Notre Dame , 8 , FBS Independents , 20 </s>
<s> 2005 , Charlie Weis , Notre Dame , 8 , FBS Independents , 20 </s>
<s> 2005 , Charlie Weis , Notre Dame , 8 , FBS Independents , 20 </s>
<s> 2005 , Charlie Weis , Notre Dame , 8 , FBS Independents , 20 </s>
<s> 2005 , Charlie Weis , Notre Dame , 8 , FBS Independents , 20 </s>
<s> 2005 , Charlie Weis , Notre Dame , 8 , FBS Independents , 20 </s>
<s> 2005 , Charlie Weis , Notre Dame , 8 , FBS Independents , 20 </s>
<s> 2005 , Charlie Weis , Notre Dame , 8 , FBS Independents , 20 </s>
<s> 2005 , Charlie Weis , Notre Dame , 8 , FBS Independents , 20 </s>
<s> 2005 , Charlie Weis , Notre Dame , 8 , FBS Independents , 20 </s>
<s> 2005 , Charlie Weis , Notre Dame , 8 , FBS Independents , 20 </s>
<s> 2005 , Charlie Weis , Notre Dame , 8 , FBS Independents , 20 </s>
<s> 2005 , Charlie Weis , Notre Dame , 8 , FBS Independents , 20 </s>
<s> 2005 , Charlie Weis , Notre Dame , 8 , FBS Independents , 20 </s>
<s> 2005 , Charlie Weis , Notre Dame , 8 , FBS Independents , 20 </s>
<s> 2005 , Charlie Weis , Notre Dame , 8 , FBS Independents , 20 </s>
<s> 2005 , Charlie Weis , Notre Dame , 8 , FBS Independents , 20 </s>
<s> 2005 , Charlie Weis , Notre Dame , 8 , FBS Independents , 20 </s>
<s> 2005 , Charlie Weis , Notre Dame , 8 , FBS Independents , 20 </s>
<s> 2005 , Charlie Weis , Notre Dame , 7 , FBS Independents , 21 </s>
<s> 2005 , Charlie Weis , Notre Dame , 7 , FBS Independents , 21 </s>
<s> 2005 , Charlie Weis , Notre Dame , 7 , FBS Independents , 21 </s>
<s> 2005 , Charlie Weis , Notre Dame , 7 , FBS Independents , 21 </s>
<s> 2005 , Charlie Weis , Notre Dame , 7 , FBS Independents , 21 </s>
<s> 2005 , Charlie Weis , Notre Dame , 7 , FBS Independents , 21 </s>
<s> 2005 , Charlie Weis , Notre Dame , 7 , FBS Independents , 21 </s>
<s> 2005 , Charlie Weis , Notre Dame , 7 , FBS Independents , 21 </s>
<s> 2005 , Charlie Weis , Notre Dame , 7 , FBS Independents , 21 </s>
<s> 2005 , Charlie Weis , Notre Dame , 7 , FBS Independents , 21 </s>
<s> 2005 , Charlie Weis , Notre Dame , 7 , FBS Independents , 21 </s>
<s> 2005 , Charlie Weis , Notre Dame , 7 , FBS Independents , 21 </s>
<s> 2005 , Charlie Weis , Notre Dame , 7 , FBS Independents , 21 </s>
<s> 2005 , Charlie Weis , Notre Dame , 7 , FBS Independents , 21 </s>
<s> 2005 , Charlie Weis , Notre Dame , 7 , FBS Independents , 21 </s>
<s> 2005 , Charlie Weis , Notre Dame , 7 , FBS Independents , 21 </s>
<s> 2005 , Charlie Weis , Notre Dame , 7 , FBS Independents , 21 </s>
<s> 2005 , Charlie Weis , Notre Dame , 7 , FBS Independents , 21 </s>
<s> 2005 , Charlie Weis , Notre Dame , 7 , FBS Independents , 21 </s>
<s> 2005 , Charlie Weis , Notre Dame , 7 , FBS Independents , 21 </s>
<s> 2005 , Charlie Weis , Notre Dame , 7 , FBS Independents , 21 </s>
<s> 2005 , Charlie Weis , Notre Dame , 7 , FBS Independents , 21 </s>
<s> 2005 , Charlie Weis , Notre Dame , 7 , FBS Independents , 21 </s>
<s> 2005 , Charlie Weis , Notre Dame , 7 , FBS Independents , 21 </s>
<s> 2005 , Charlie Weis , Notre Dame , 6 , FBS Independents , 24 </s>
<s> 2005 , Charlie Weis , Notre Dame , 6 , FBS Independents , 24 </s>
<s> 2005 , Charlie Weis , Notre Dame , 6 , FBS Independents , 24 </s>
<s> 2005 , Charlie Weis , Notre Dame , 6 , FBS Independents , 24 </s>
<s> 2005 , Charlie Weis , Notre Dame , 6 , FBS Independents , 24 </s>
<s> 2005 , Charlie Weis , Notre Dame , 6 , FBS Independents , 24 </s>
<s> 2005 , Charlie Weis , Notre Dame , 6 , FBS Independents , 24 </s>
<s> 2005 , Charlie Weis , Notre Dame , 6 , FBS Independents , 24 </s>
<s> 2005 , Charlie Weis , Notre Dame , 6 , FBS Independents , 24 </s>
<s> 2005 , Charlie Weis , Notre Dame , 6 , FBS Independents , 24 </s>
<s> 2005 , Charlie Weis , Notre Dame , 6 , FBS Independents , 24 </s>
<s> 2005 , Charlie Weis , Notre Dame , 6 , FBS Independents , 24 </s>
<s> 2005 , Charlie Weis , Notre Dame , 6 , FBS Independents , 24 </s>
<s> 2005 , Charlie Weis , Notre Dame , 6 , FBS Independents , 24 </s>
<s> 2005 , Charlie Weis , Notre Dame , 6 , FBS Independents , 24 </s>
<s> 2005 , Charlie Weis , Notre Dame , 6 , FBS Independents , 24 </s>
<s> 2005 , Charlie Weis , Notre Dame , 6 , FBS Independents , 24 </s>
<s> 2005 , Charlie Weis , Notre Dame , 6 , FBS Independents , 24 </s>
<s> 2005 , Charlie Weis , Notre Dame , 6 , FBS Independents , 24 </s>
<s> 2005 , Charlie Weis , Notre Dame , 6 , FBS Independents , 24 </s>
<s> 2005 , Charlie Weis , Notre Dame , 6 , FBS Independents , 24 </s>
<s> 2005 , Charlie Weis , Notre Dame , 6 , FBS Independents , 24 </s>
<s> 2005 , Charlie Weis , Notre Dame , 6 , FBS Independents , 24 </s>
<s> 2005 , Charlie Weis , Notre Dame , 6 , FBS Independents , 24 </s>
<s> 2005 , Charlie Weis , Notre Dame , 6 , FBS Independents , 7 </s>
<s> 2005 , Charlie Weis , Notre Dame , 6 , FBS Independents , 7 </s>
<s> 2005 , Charlie Weis , Notre Dame , 6 , FBS Independents , 7 </s>
<s> 2005 , Charlie Weis , Notre Dame , 6 , FBS Independents , 7 </s>
<s> 2005 , Charlie Weis , Notre Dame , 6 , FBS Independents , 7 </s>
<s> 2005 , Charlie Weis , Notre Dame , 6 , FBS Independents , 7 </s>
<s> 2005 , Charlie Weis , Notre Dame , 6 , FBS Independents , 7 </s>
<s> 2005 , Charlie Weis , Notre Dame , 6 , FBS Independents , 7 </s>
<s> 2005 , Charlie Weis , Notre Dame , 6 , FBS Independents , 7 </s>
<s> 2005 , Charlie Weis , Notre Dame , 6 , FBS Independents , 7 </s>
<s> 2005 , Charlie Weis , Notre Dame , 6 , FBS Independents , 7 </s>
<s> 2005 , Charlie Weis , Notre Dame , 6 , FBS Independents , 7 </s>
<s> 2005 , Charlie Weis , Notre Dame , 6 , FBS Independents , 7 </s>
<s> 2005 , Charlie Weis , Notre Dame , 6 , FBS Independents , 7 </s>
<s> 2005 , Charlie Weis , Notre Dame , 6 , FBS Independents , 7 </s>
<s> 2005 , Charlie Weis , Notre Dame , 6 , FBS Independents , 7 </s>
<s> 2005 , Charlie Weis , Notre Dame , 6 , FBS Independents , 7 </s>
<s> 2005 , Charlie Weis , Notre Dame , 6 , FBS Independents , 7 </s>
<s> 2005 , Charlie Weis , Notre Dame , 6 , FBS Independents , 7 </s>
<s> 2005 , Charlie Weis , Notre Dame , 6 , FBS Independents , 7 </s>
<s> 2005 , Charlie Weis , Notre Dame , 6 , FBS Independents , 7 </s>
<s> 2005 , Charlie Weis , Notre Dame , 6 , FBS Independents , 7 </s>
<s> 2005 , Charlie Weis , Notre Dame , 6 , FBS Independents , 7 </s>
<s> 2005 , Charlie Weis , Notre Dame , 6 , FBS Independents , 7 </s>
<s> 2006 , Charlie Weis , Notre Dame , 2 , FBS Independents , 4 </s>
<s> 2006 , Charlie Weis , Notre Dame , 2 , FBS Independents , 4 </s>
<s> 2006 , Charlie Weis , Notre Dame , 2 , FBS Independents , 4 </s>
<s> 2006 , Charlie Weis , Notre Dame , 2 , FBS Independents , 4 </s>
<s> 2006 , Charlie Weis , Notre Dame , 2 , FBS Independents , 4 </s>
<s> 2006 , Charlie Weis , Notre Dame , 2 , FBS Independents , 4 </s>
<s> 2006 , Charlie Weis , Notre Dame , 2 , FBS Independents , 4 </s>
<s> 2006 , Charlie Weis , Notre Dame , 2 , FBS Independents , 4 </s>
<s> 2006 , Charlie Weis , Notre Dame , 2 , FBS Independents , 4 </s>
<s> 2006 , Charlie Weis , Notre Dame , 2 , FBS Independents , 4 </s>
<s> 2006 , Charlie Weis , Notre Dame , 2 , FBS Independents , 4 </s>
<s> 2006 , Charlie Weis , Notre Dame , 2 , FBS Independents , 4 </s>
<s> 2006 , Charlie Weis , Notre Dame , 2 , FBS Independents , 4 </s>
<s> 2006 , Charlie Weis , Notre Dame , 2 , FBS Independents , 4 </s>
<s> 2006 , Charlie Weis , Notre Dame , 2 , FBS Independents , 4 </s>
<s> 2006 , Charlie Weis , Notre Dame , 2 , FBS Independents , 4 </s>
<s> 2006 , Charlie Weis , Notre Dame , 2 , FBS Independents , 4 </s>
<s> 2006 , Charlie Weis , Notre Dame , 2 , FBS Independents , 4 </s>
<s> 2006 , Charlie Weis , Notre Dame , 2 , FBS Independents , 4 </s>
<s> 2006 , Charlie Weis , Notre Dame , 2 , FBS Independents , 4 </s>
<s> 2006 , Charlie Weis , Notre Dame , 2 , FBS Independents , 4 </s>
<s> 2006 , Charlie Weis , Notre Dame , 2 , FBS Independents , 4 </s>
<s> 2006 , Charlie Weis , Notre Dame , 2 , FBS Independents , 4 </s>
<s> 2006 , Charlie Weis , Notre Dame , 2 , FBS Independents , 4 </s>
<s> 2006 , Charlie Weis , Notre Dame , 4 , FBS Independents , 24 </s>
<s> 2006 , Charlie Weis , Notre Dame , 4 , FBS Independents , 24 </s>
<s> 2006 , Charlie Weis , Notre Dame , 4 , FBS Independents , 24 </s>
<s> 2006 , Charlie Weis , Notre Dame , 4 , FBS Independents , 24 </s>
<s> 2006 , Charlie Weis , Notre Dame , 4 , FBS Independents , 24 </s>
<s> 2006 , Charlie Weis , Notre Dame , 4 , FBS Independents , 24 </s>
<s> 2006 , Charlie Weis , Notre Dame , 4 , FBS Independents , 24 </s>
<s> 2006 , Charlie Weis , Notre Dame , 4 , FBS Independents , 24 </s>
<s> 2006 , Charlie Weis , Notre Dame , 4 , FBS Independents , 24 </s>
<s> 2006 , Charlie Weis , Notre Dame , 4 , FBS Independents , 24 </s>
<s> 2006 , Charlie Weis , Notre Dame , 4 , FBS Independents , 24 </s>
<s> 2006 , Charlie Weis , Notre Dame , 4 , FBS Independents , 24 </s>
<s> 2006 , Charlie Weis , Notre Dame , 4 , FBS Independents , 24 </s>
<s> 2006 , Charlie Weis , Notre Dame , 4 , FBS Independents , 24 </s>
<s> 2006 , Charlie Weis , Notre Dame , 4 , FBS Independents , 24 </s>
<s> 2006 , Charlie Weis , Notre Dame , 4 , FBS Independents , 24 </s>
<s> 2006 , Charlie Weis , Notre Dame , 4 , FBS Independents , 24 </s>
<s> 2006 , Charlie Weis , Notre Dame , 4 , FBS Independents , 24 </s>
<s> 2006 , Charlie Weis , Notre Dame , 4 , FBS Independents , 24 </s>
<s> 2006 , Charlie Weis , Notre Dame , 4 , FBS Independents , 24 </s>
<s> 2006 , Charlie Weis , Notre Dame , 4 , FBS Independents , 24 </s>
<s> 2006 , Charlie Weis , Notre Dame , 4 , FBS Independents , 24 </s>
<s> 2006 , Charlie Weis , Notre Dame , 4 , FBS Independents , 24 </s>
<s> 2006 , Charlie Weis , Notre Dame , 4 , FBS Independents , 24 </s>
<s> 2006 , Charlie Weis , Michigan , 2 , FBS Independents , 26 </s>
<s> 2006 , Charlie Weis , Michigan , 2 , FBS Independents , 26 </s>
<s> 2006 , Charlie Weis , Michigan , 2 , FBS Independents , 26 </s>
<s> 2006 , Charlie Weis , Michigan , 2 , FBS Independents , 26 </s>
<s> 2006 , Charlie Weis , Michigan , 2 , FBS Independents , 26 </s>
<s> 2006 , Charlie Weis , Michigan , 2 , FBS Independents , 26 </s>
<s> 2006 , Charlie Weis , Michigan , 2 , FBS Independents , 26 </s>
<s> 2006 , Charlie Weis , Michigan , 2 , FBS Independents , 26 </s>
<s> 2006 , Charlie Weis , Michigan , 2 , FBS Independents , 26 </s>
<s> 2006 , Charlie Weis , Michigan , 2 , FBS Independents , 26 </s>
<s> 2006 , Charlie Weis , Michigan , 2 , FBS Independents , 26 </s>
<s> 2006 , Charlie Weis , Michigan , 2 , FBS Independents , 26 </s>
<s> 2006 , Charlie Weis , Michigan , 2 , FBS Independents , 26 </s>
<s> 2006 , Charlie Weis , Michigan , 2 , FBS Independents , 26 </s>
<s> 2006 , Charlie Weis , Michigan , 2 , FBS Independents , 26 </s>
<s> 2006 , Charlie Weis , Michigan , 2 , FBS Independents , 26 </s>
<s> 2006 , Charlie Weis , Michigan , 2 , FBS Independents , 26 </s>
<s> 2006 , Charlie Weis , Michigan , 2 , FBS Independents , 26 </s>
<s> 2006 , Charlie Weis , Michigan , 2 , FBS Independents , 26 </s>
<s> 2006 , Charlie Weis , Michigan , 2 , FBS Independents , 26 </s>
<s> 2006 , Charlie Weis , Michigan , 2 , FBS Independents , 26 </s>
<s> 2006 , Charlie Weis , Michigan , 2 , FBS Independents , 26 </s>
<s> 2006 , Charlie Weis , Michigan , 2 , FBS Independents , 26 </s>
<s> 2006 , Charlie Weis , Michigan , 2 , FBS Independents , 26 </s>
<s> 2006 , Charlie Weis , Notre Dame , 12 , FBS Independents , 3 </s>
<s> 2006 , Charlie Weis , Notre Dame , 12 , FBS Independents , 3 </s>
<s> 2006 , Charlie Weis , Notre Dame , 12 , FBS Independents , 3 </s>
<s> 2006 , Charlie Weis , Notre Dame , 12 , FBS Independents , 3 </s>
<s> 2006 , Charlie Weis , Notre Dame , 12 , FBS Independents , 3 </s>
<s> 2006 , Charlie Weis , Notre Dame , 12 , FBS Independents , 3 </s>
<s> 2006 , Charlie Weis , Notre Dame , 12 , FBS Independents , 3 </s>
<s> 2006 , Charlie Weis , Notre Dame , 12 , FBS Independents , 3 </s>
<s> 2006 , Charlie Weis , Notre Dame , 12 , FBS Independents , 3 </s>
<s> 2006 , Charlie Weis , Notre Dame , 12 , FBS Independents , 3 </s>
<s> 2006 , Charlie Weis , Notre Dame , 12 , FBS Independents , 3 </s>
<s> 2006 , Charlie Weis , Notre Dame , 12 , FBS Independents , 3 </s>
<s> 2006 , Charlie Weis , Notre Dame , 12 , FBS Independents , 3 </s>
<s> 2006 , Charlie Weis , Notre Dame , 12 , FBS Independents , 3 </s>
<s> 2006 , Charlie Weis , Notre Dame , 12 , FBS Independents , 3 </s>
<s> 2006 , Charlie Weis , Notre Dame , 12 , FBS Independents , 3 </s>
<s> 2006 , Charlie Weis , Notre Dame , 12 , FBS Independents , 3 </s>
<s> 2006 , Charlie Weis , Notre Dame , 12 , FBS Independents , 3 </s>
<s> 2006 , Charlie Weis , Notre Dame , 12 , FBS Independents , 3 </s>
<s> 2006 , Charlie Weis , Notre Dame , 12 , FBS Independents , 3 </s>
<s> 2006 , Charlie Weis , Notre Dame , 12 , FBS Independents , 3 </s>
<s> 2006 , Charlie Weis , Notre Dame , 12 , FBS Independents , 3 </s>
<s> 2006 , Charlie Weis , Notre Dame , 12 , FBS Independents , 3 </s>
<s> 2006 , Charlie Weis , Notre Dame , 12 , FBS Independents , 3 </s>
<s> 2006 , Charlie Weis , Notre Dame , 12 , FBS Independents , 14 </s>
<s> 2006 , Charlie Weis , Notre Dame , 12 , FBS Independents , 14 </s>
<s> 2006 , Charlie Weis , Notre Dame , 12 , FBS Independents , 14 </s>
<s> 2006 , Charlie Weis , Notre Dame , 12 , FBS Independents , 14 </s>
<s> 2006 , Charlie Weis , Notre Dame , 12 , FBS Independents , 14 </s>
<s> 2006 , Charlie Weis , Notre Dame , 12 , FBS Independents , 14 </s>
<s> 2006 , Charlie Weis , Notre Dame , 12 , FBS Independents , 14 </s>
<s> 2006 , Charlie Weis , Notre Dame , 12 , FBS Independents , 14 </s>
<s> 2006 , Charlie Weis , Notre Dame , 12 , FBS Independents , 14 </s>
<s> 2006 , Charlie Weis , Notre Dame , 12 , FBS Independents , 14 </s>
<s> 2006 , Charlie Weis , Notre Dame , 12 , FBS Independents , 14 </s>
<s> 2006 , Charlie Weis , Notre Dame , 12 , FBS Independents , 14 </s>
<s> 2006 , Charlie Weis , Notre Dame , 12 , FBS Independents , 14 </s>
<s> 2006 , Charlie Weis , Notre Dame , 12 , FBS Independents , 14 </s>
<s> 2006 , Charlie Weis , Notre Dame , 12 , FBS Independents , 14 </s>
<s> 2006 , Charlie Weis , Notre Dame , 12 , FBS Independents , 14 </s>
<s> 2006 , Charlie Weis , Notre Dame , 12 , FBS Independents , 14 </s>
<s> 2006 , Charlie Weis , Notre Dame , 12 , FBS Independents , 14 </s>
<s> 2006 , Charlie Weis , Notre Dame , 12 , FBS Independents , 14 </s>
<s> 2006 , Charlie Weis , Notre Dame , 12 , FBS Independents , 14 </s>
<s> 2006 , Charlie Weis , Notre Dame , 12 , FBS Independents , 14 </s>
<s> 2006 , Charlie Weis , Notre Dame , 12 , FBS Independents , 14 </s>
<s> 2006 , Charlie Weis , Notre Dame , 12 , FBS Independents , 14 </s>
<s> 2006 , Charlie Weis , Notre Dame , 12 , FBS Independents , 14 </s>
<s> 2006 , Charlie Weis , Notre Dame , 12 , FBS Independents , 21 </s>
<s> 2006 , Charlie Weis , Notre Dame , 12 , FBS Independents , 21 </s>
<s> 2006 , Charlie Weis , Notre Dame , 12 , FBS Independents , 21 </s>
<s> 2006 , Charlie Weis , Notre Dame , 12 , FBS Independents , 21 </s>
<s> 2006 , Charlie Weis , Notre Dame , 12 , FBS Independents , 21 </s>
<s> 2006 , Charlie Weis , Notre Dame , 12 , FBS Independents , 21 </s>
<s> 2006 , Charlie Weis , Notre Dame , 12 , FBS Independents , 21 </s>
<s> 2006 , Charlie Weis , Notre Dame , 12 , FBS Independents , 21 </s>
<s> 2006 , Charlie Weis , Notre Dame , 12 , FBS Independents , 21 </s>
<s> 2006 , Charlie Weis , Notre Dame , 12 , FBS Independents , 21 </s>
<s> 2006 , Charlie Weis , Notre Dame , 12 , FBS Independents , 21 </s>
<s> 2006 , Charlie Weis , Notre Dame , 12 , FBS Independents , 21 </s>
<s> 2006 , Charlie Weis , Notre Dame , 12 , FBS Independents , 21 </s>
<s> 2006 , Charlie Weis , Notre Dame , 12 , FBS Independents , 21 </s>
<s> 2006 , Charlie Weis , Notre Dame , 12 , FBS Independents , 21 </s>
<s> 2006 , Charlie Weis , Notre Dame , 12 , FBS Independents , 21 </s>
<s> 2006 , Charlie Weis , Notre Dame , 12 , FBS Independents , 21 </s>
<s> 2006 , Charlie Weis , Notre Dame , 12 , FBS Independents , 21 </s>
<s> 2006 , Charlie Weis , Notre Dame , 12 , FBS Independents , 21 </s>
<s> 2006 , Charlie Weis , Notre Dame , 12 , FBS Independents , 21 </s>
<s> 2006 , Charlie Weis , Notre Dame , 12 , FBS Independents , 21 </s>
<s> 2006 , Charlie Weis , Notre Dame , 12 , FBS Independents , 21 </s>
<s> 2006 , Charlie Weis , Notre Dame , 12 , FBS Independents , 21 </s>
<s> 2006 , Charlie Weis , Notre Dame , 12 , FBS Independents , 21 </s>
<s> 2006 , Charlie Weis , Notre Dame , 10 , FBS Independents , 3 </s>
<s> 2006 , Charlie Weis , Notre Dame , 10 , FBS Independents , 3 </s>
<s> 2006 , Charlie Weis , Notre Dame , 10 , FBS Independents , 3 </s>
<s> 2006 , Charlie Weis , Notre Dame , 10 , FBS Independents , 3 </s>
<s> 2006 , Charlie Weis , Notre Dame , 10 , FBS Independents , 3 </s>
<s> 2006 , Charlie Weis , Notre Dame , 10 , FBS Independents , 3 </s>
<s> 2006 , Charlie Weis , Notre Dame , 10 , FBS Independents , 3 </s>
<s> 2006 , Charlie Weis , Notre Dame , 10 , FBS Independents , 3 </s>
<s> 2006 , Charlie Weis , Notre Dame , 10 , FBS Independents , 3 </s>
<s> 2006 , Charlie Weis , Notre Dame , 10 , FBS Independents , 3 </s>
<s> 2006 , Charlie Weis , Notre Dame , 10 , FBS Independents , 3 </s>
<s> 2006 , Charlie Weis , Notre Dame , 10 , FBS Independents , 3 </s>
<s> 2006 , Charlie Weis , Notre Dame , 10 , FBS Independents , 3 </s>
<s> 2006 , Charlie Weis , Notre Dame , 10 , FBS Independents , 3 </s>
<s> 2006 , Charlie Weis , Notre Dame , 10 , FBS Independents , 3 </s>
<s> 2006 , Charlie Weis , Notre Dame , 10 , FBS Independents , 3 </s>
<s> 2006 , Charlie Weis , Notre Dame , 10 , FBS Independents , 3 </s>
<s> 2006 , Charlie Weis , Notre Dame , 10 , FBS Independents , 3 </s>
<s> 2006 , Charlie Weis , Notre Dame , 10 , FBS Independents , 3 </s>
<s> 2006 , Charlie Weis , Notre Dame , 10 , FBS Independents , 3 </s>
<s> 2006 , Charlie Weis , Notre Dame , 10 , FBS Independents , 3 </s>
<s> 2006 , Charlie Weis , Notre Dame , 10 , FBS Independents , 3 </s>
<s> 2006 , Charlie Weis , Notre Dame , 10 , FBS Independents , 3 </s>
<s> 2006 , Charlie Weis , Notre Dame , 10 , FBS Independents , 3 </s>
<s> 2006 , Charlie Weis , Notre Dame , 11 , FBS Independents , 24 </s>
<s> 2006 , Charlie Weis , Notre Dame , 11 , FBS Independents , 24 </s>
<s> 2006 , Charlie Weis , Notre Dame , 11 , FBS Independents , 24 </s>
<s> 2006 , Charlie Weis , Notre Dame , 11 , FBS Independents , 24 </s>
<s> 2006 , Charlie Weis , Notre Dame , 11 , FBS Independents , 24 </s>
<s> 2006 , Charlie Weis , Notre Dame , 11 , FBS Independents , 24 </s>
<s> 2006 , Charlie Weis , Notre Dame , 11 , FBS Independents , 24 </s>
<s> 2006 , Charlie Weis , Notre Dame , 11 , FBS Independents , 24 </s>
<s> 2006 , Charlie Weis , Notre Dame , 11 , FBS Independents , 24 </s>
<s> 2006 , Charlie Weis , Notre Dame , 11 , FBS Independents , 24 </s>
<s> 2006 , Charlie Weis , Notre Dame , 11 , FBS Independents , 24 </s>
<s> 2006 , Charlie Weis , Notre Dame , 11 , FBS Independents , 24 </s>
<s> 2006 , Charlie Weis , Notre Dame , 11 , FBS Independents , 24 </s>
<s> 2006 , Charlie Weis , Notre Dame , 11 , FBS Independents , 24 </s>
<s> 2006 , Charlie Weis , Notre Dame , 11 , FBS Independents , 24 </s>
<s> 2006 , Charlie Weis , Notre Dame , 11 , FBS Independents , 24 </s>
<s> 2006 , Charlie Weis , Notre Dame , 11 , FBS Independents , 24 </s>
<s> 2006 , Charlie Weis , Notre Dame , 11 , FBS Independents , 24 </s>
<s> 2006 , Charlie Weis , Notre Dame , 11 , FBS Independents , 24 </s>
<s> 2006 , Charlie Weis , Notre Dame , 11 , FBS Independents , 24 </s>
<s> 2006 , Charlie Weis , Notre Dame , 11 , FBS Independents , 24 </s>
<s> 2006 , Charlie Weis , Notre Dame , 11 , FBS Independents , 24 </s>
<s> 2006 , Charlie Weis , Notre Dame , 11 , FBS Independents , 24 </s>
<s> 2006 , Charlie Weis , Notre Dame , 11 , FBS Independents , 24 </s>
<s> 2006 , Charlie Weis , Notre Dame , 11 , FBS Independents , 19 </s>
<s> 2006 , Charlie Weis , Notre Dame , 11 , FBS Independents , 19 </s>
<s> 2006 , Charlie Weis , Notre Dame , 11 , FBS Independents , 19 </s>
<s> 2006 , Charlie Weis , Notre Dame , 11 , FBS Independents , 19 </s>
<s> 2006 , Charlie Weis , Notre Dame , 11 , FBS Independents , 19 </s>
<s> 2006 , Charlie Weis , Notre Dame , 11 , FBS Independents , 19 </s>
<s> 2006 , Charlie Weis , Notre Dame , 11 , FBS Independents , 19 </s>
